"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","kfold1","kfold2","kfold3","kfold4","kfold5","kfold6","kfold7","kfold8","kfold9","kfold10"
21,176,65,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",7,8,1,4,2,2,8,3,6,5
20,178,69,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",10,4,7,8,10,3,8,10,5,2
25,190,86,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",1,1,8,3,9,7,1,2,3,2
32,173,72,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A","17",4,1,3,10,1,1,6,4,3,8
24,178,57,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8","15",4,10,10,3,5,1,4,10,3,4
24,160,77,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8","15",5,5,7,1,1,5,5,8,8,8
25,187,93,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8","15",2,3,7,10,5,6,9,10,7,9
35,170,56,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",2,5,2,4,6,7,10,8,1,8
23,158,48,1,0,0,0,0,"Weightlifting","Women's 48kg","#FF7F00","18",2,10,6,6,3,10,6,5,1,1
26,181,99,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C","17",1,6,6,2,7,4,9,10,3,2
23,178,67,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",8,5,4,1,9,7,4,7,6,5
32,180,83,0,0,0,0,0,"Tennis","Men's Doubles","#E41A1C","18",3,7,7,10,7,8,6,7,3,6
21,179,78,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",9,10,1,6,3,8,8,2,6,6
24,180,77,0,0,0,0,0,"Weightlifting","Men's 77kg","#FF7F00","18",2,4,2,7,9,5,6,4,2,7
27,175,100,1,0,0,0,0,"Weightlifting","Women's +75kg","#FF7F00","18",2,7,9,7,2,2,10,1,5,8
29,170,51,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",4,2,10,3,2,9,6,10,10,2
20,178,70,0,0,0,0,0,"Swimming","Men's 200m Breaststroke","#FFFF33","17",4,2,7,8,8,4,7,10,9,1
25,178,77,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",10,4,7,2,2,8,10,7,7,1
32,160,65,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00","17",7,6,6,2,10,1,5,9,5,6
21,170,65,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8","15",6,6,8,1,10,10,3,7,8,9
19,169,68,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",10,5,3,9,9,3,8,1,2,1
21,183,78,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",4,9,4,10,7,5,1,3,7,7
24,163,50,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628","17",2,1,5,5,5,2,8,10,10,9
24,184,73,0,0,0,0,0,"Swimming","Men's 100m Backstroke","#FFFF33","17",2,4,5,3,5,7,3,10,6,1
26,205,91,0,0,0,0,0,"Swimming","Men's 200m Backstroke","#FFFF33","17",5,2,2,1,10,9,6,4,1,6
21,170,58,1,0,0,0,0,"Swimming","Women's 100m Freestyle, Women's 200m Freestyle, Women's 400m Freestyle","#FFFF33","17",2,8,8,1,10,4,8,8,1,10
26,198,100,0,0,0,1,1,"Rowing","Men's Eight","#4DAF4A","17",9,7,3,6,10,3,10,2,9,7
21,196,90,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C","18",10,8,9,1,7,4,5,10,8,10
30,182,74,0,0,0,0,0,"Equestrian","Individual Dressage, Team Dressage, RANDON","#4DAF4A","16",9,5,7,8,3,10,5,10,8,8
27,168,60,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",2,10,9,6,3,1,6,4,1,7
23,192,85,0,0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33","17",9,7,7,4,2,1,7,3,6,6
28,160,54,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A","17",3,3,4,8,5,4,9,8,4,8
22,165,55,0,0,0,0,0,"Badminton","Men's Singles","#4DAF4A","15",4,8,6,5,8,8,10,5,4,10
27,205,86,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",5,9,5,3,8,10,8,1,2,2
21,193,75,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",8,7,1,3,2,2,1,4,5,3
33,173,61,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A","17",2,9,9,7,2,8,10,6,6,9
30,183,75,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A","17",2,5,2,10,5,5,2,10,1,9
32,186,80,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",10,6,10,4,5,4,2,5,3,9
30,178,78,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8","15",5,1,3,9,8,3,9,9,4,2
27,163,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33","18",10,4,10,10,3,2,8,8,8,1
24,160,71,1,0,0,0,0,"Shooting","Women's 10m Air Rifle","#FF7F00","17",3,4,9,3,8,1,5,4,4,9
20,178,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C","17",5,3,6,2,2,8,3,4,5,5
34,187,97,0,0,0,0,0,"Sailing","Men's Finn","#984EA3","17",2,8,9,7,1,1,6,9,8,9
30,179,82,0,0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 200m, Men's Kayak Double (K2) 200m","#A65628","15",1,10,6,6,5,2,7,3,2,3
38,165,55,1,0,0,0,0,"Tennis","Women's Doubles, Mixed Doubles","#E41A1C","18",5,7,10,6,9,10,6,6,7,1
26,190,90,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A","17",4,4,5,8,2,4,3,2,7,10
22,169,55,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8","18",7,8,6,4,6,3,1,4,7,4
17,169,54,1,0,0,0,0,"Athletics","Women's 400m","#377EB8","15",3,9,3,9,4,2,5,7,2,4
23,170,79,1,0,0,0,0,"Cycling","Women's BMX","#E41A1C","16",4,5,5,7,7,8,5,6,5,5
28,198,97,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00","15",2,4,7,8,9,5,6,8,4,9
18,178,63,1,0,0,0,0,"Swimming","Women's 4x200m Freestyle Relay","#FFFF33","17",7,5,2,10,4,9,9,7,2,10
38,171,72,1,0,0,0,0,"Shooting","Women's Trap","#FF7F00","17",5,4,1,7,9,8,7,9,2,5
27,163,55,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",9,1,2,4,3,9,1,6,2,3
23,178,68,1,0,0,0,0,"Athletics","Women's Javelin Throw","#377EB8","15",9,2,10,8,10,3,10,3,6,9
26,162,48,1,0,0,0,0,"Sailing","Women's 470","#984EA3","17",4,7,6,5,6,7,7,4,9,5
33,201,98,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00","15",10,2,8,10,5,2,8,2,8,3
28,189,83,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",1,4,10,3,6,8,5,2,1,3
22,162,56,1,0,0,0,0,"Athletics","Women's 200m","#377EB8","15",2,4,5,6,9,1,2,9,5,3
26,187,60,0,0,0,0,0,"Athletics","Men's 200m","#377EB8","15",1,9,2,2,8,7,5,7,9,9
23,168,60,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8","15",8,1,8,7,9,6,6,10,4,4
34,170,79,1,0,0,0,0,"Cycling","Women's Team Pursuit","#E41A1C","16",3,7,1,10,8,7,5,7,7,1
31,197,100,0,0,0,0,0,"Rowing","Men's Four","#4DAF4A","17",9,7,10,8,10,10,1,9,8,10
25,173,62,1,0,0,0,0,"Athletics","Women's Long Jump","#377EB8","15",7,10,7,4,2,10,2,5,9,8
28,184,73,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A","17",8,9,10,5,8,8,8,6,9,2
39,190,80,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00","15",6,5,10,8,6,8,8,9,3,7
33,188,82,0,0,0,0,0,"Sailing","Men's Laser","#984EA3","17",3,3,6,10,7,4,5,1,4,3
32,180,71,0,0,0,0,0,"Sailing","Men's 470","#984EA3","17",5,2,3,9,4,10,8,5,7,3
23,173,60,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",5,4,6,9,2,3,1,7,6,5
23,166,52,1,0,0,0,0,"Athletics","Women's 5000m","#377EB8","15",6,5,3,2,7,8,7,5,8,6
26,188,88,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",2,10,1,5,2,2,6,8,4,2
27,196,85,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8","15",1,10,7,4,1,8,1,5,10,2
34,155,46,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8","15",3,4,7,10,1,2,5,2,1,4
31,186,72,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",3,10,1,7,3,6,2,6,1,5
40,198,107,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",5,4,3,6,4,7,9,10,9,10
23,194,96,0,1,0,0,1,"Rowing","Men's Eight","#4DAF4A","17",7,8,4,10,10,7,4,10,8,8
38,189,88,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",1,1,10,8,4,5,9,1,3,2
21,160,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",10,8,10,2,1,4,9,10,2,5
22,163,56,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",1,5,8,4,1,10,6,8,10,8
25,183,93,0,0,0,0,0,"Shooting","Men's 50m Pistol, Men's 25m Rapid Fire Pistol","#FF7F00","17",8,5,1,8,9,4,9,3,1,10
30,178,85,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00","18",3,1,9,6,4,3,1,4,9,2
23,186,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C","17",7,3,10,9,5,10,7,5,8,6
19,165,57,1,0,0,0,0,"Swimming","Women's 100m Backstroke","#FFFF33","17",7,5,2,2,7,1,7,4,7,10
20,175,67,1,0,0,0,0,"Canoe Sprint","Women's Kayak Four (K4) 500m","#A65628","15",10,6,8,5,2,8,6,9,8,4
26,168,58,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",2,7,9,7,4,1,2,1,10,2
22,181,70,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",3,5,4,3,9,9,1,9,6,1
26,160,63,1,0,0,0,0,"Archery","Women's Individual","#E41A1C","15",10,3,6,5,8,4,1,3,8,9
27,170,60,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8","15",9,7,7,3,10,5,1,2,7,5
26,170,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33","18",6,7,2,3,4,1,7,6,10,7
24,185,80,0,0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 400m Freestyle, Men's 4x200m Freestyle Relay","#FFFF33","17",9,10,5,7,1,4,5,7,9,6
29,167,57,1,0,0,0,0,"Judo","Women's -57kg","#E41A1C","17",9,9,1,7,3,2,4,5,5,7
30,202,128,0,0,0,0,0,"Shooting","Men's 50m Pistol, Men's 10m Air Pistol","#FF7F00","17",9,7,5,9,3,2,9,9,5,4
28,189,84,1,0,0,1,1,"Rowing","Women's Eight","#4DAF4A","17",10,4,1,5,3,1,6,7,3,2
27,188,82,0,0,0,0,0,"Sailing","Men's 49er","#984EA3","17",7,5,6,5,7,10,2,8,1,6
26,183,78,0,0,0,0,0,"Fencing","Men's Individual Sabre, Men's Team Sabre","#984EA3","16",8,6,10,9,9,3,8,10,9,7
32,182,74,0,0,0,0,0,"Canoe Slalom","Men's Kayak (K1)","#FFFF33","15",6,2,1,2,8,6,5,10,8,6
33,163,83,1,1,0,0,1,"Shooting","Women's Trap, Women's Skeet","#FF7F00","17",3,5,5,2,2,6,5,8,10,6
31,183,72,0,0,0,0,0,"Sailing","Men's 49er","#984EA3","17",7,3,10,9,7,8,3,1,9,6
22,185,83,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",3,5,2,1,2,8,8,1,3,6
16,155,45,0,0,0,0,0,"Diving","Men's 10m Platform","#377EB8","16",5,5,5,3,3,3,8,3,4,5
27,164,60,0,0,0,0,0,"Wrestling","Men's 60kg Freestyle","#FFFF33","18",1,8,9,3,9,4,5,5,3,6
21,157,48,1,0,0,0,0,"Table Tennis","Women's Team","#A65628","17",1,7,10,3,5,4,8,4,7,9
20,163,54,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628","17",2,9,9,7,10,9,1,2,7,8
18,168,60,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",1,5,5,7,8,8,5,2,10,7
22,163,59,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",3,9,1,7,1,6,10,5,2,7
29,181,72,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",9,7,6,2,9,2,9,1,2,5
24,185,86,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",1,4,4,9,2,5,3,3,5,9
24,176,67,1,0,0,0,0,"Swimming","Women's 200m Individual Medley, Women's 400m Individual Medley","#FFFF33","17",6,7,9,3,4,10,8,10,10,6
24,178,75,0,0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 200m","#A65628","15",9,3,9,2,8,5,8,6,3,1
31,162,57,1,0,0,1,1,"Equestrian","Individual Eventing, Team Eventing, FLINTSTAR","#4DAF4A","16",3,9,8,8,4,1,3,6,6,2
24,180,82,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",4,2,10,2,3,6,5,7,6,1
29,170,64,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",6,6,10,1,6,4,9,7,1,9
27,173,62,1,0,0,0,0,"Athletics","Women's 200m, Women's 400m, Women's 4 x 400m Relay","#377EB8","15",10,7,2,4,8,1,5,8,5,8
30,165,54,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",5,9,7,3,6,9,10,5,3,7
26,188,77,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8","15",7,9,6,7,2,10,8,5,2,3
29,172,68,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",1,4,7,8,6,10,3,3,9,4
26,188,91,0,0,0,0,0,"Shooting","Men's Double Trap","#FF7F00","17",2,1,6,8,3,3,2,1,5,9
23,174,67,1,0,0,0,0,"Archery","Women's Individual","#E41A1C","15",10,4,5,9,4,8,1,10,2,2
23,175,71,1,0,1,0,1,"Rowing","Women's Quadruple Sculls","#4DAF4A","17",1,3,3,2,10,1,5,2,2,1
23,180,79,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone","#FF7F00","17",2,4,8,1,3,7,6,6,1,2
28,194,92,0,0,0,0,0,"Swimming","Men's 100m Breaststroke, Men's 200m Breaststroke, Men's 4x100m Medley Relay","#FFFF33","17",10,2,9,10,2,4,10,10,5,5
31,182,69,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8","18",2,9,4,6,8,6,7,3,8,8
32,168,55,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8","15",8,5,7,4,4,7,4,5,1,6
32,180,75,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00","15",1,2,9,10,4,3,2,3,3,8
53,183,79,0,0,0,0,0,"Equestrian","Individual Eventing, Team Eventing, DUNKAS A","#4DAF4A","16",8,6,6,3,10,5,7,7,3,10
27,155,54,1,0,0,0,0,"Athletics","Women's 100m","#377EB8","15",3,3,10,2,10,5,10,2,9,6
35,170,67,1,0,0,0,0,"Canoe Sprint","Women's Kayak Single (K1) 500m","#A65628","15",8,8,2,5,1,7,7,10,6,1
24,163,54,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",4,1,9,2,2,9,8,5,1,2
19,163,68,1,1,0,0,1,"Weightlifting","Women's 69kg","#FF7F00","18",1,2,1,10,7,9,3,4,3,3
26,185,67,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",7,2,7,6,8,7,9,9,10,1
29,169,74,1,0,0,0,0,"Cycling","Women's BMX","#E41A1C","16",3,2,7,9,1,2,6,7,1,8
21,181,78,0,0,0,0,0,"Diving","Men's 3m Springboard","#377EB8","16",5,3,9,8,4,6,5,6,1,1
19,168,56,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",7,1,4,2,1,9,4,7,9,8
31,186,83,0,0,0,0,0,"Cycling","Men's BMX","#E41A1C","16",5,7,4,3,5,1,1,5,6,2
21,170,68,1,0,0,0,0,"Sailing","Women's Laser Radial","#984EA3","17",6,4,5,3,1,9,8,9,10,9
23,204,131,0,1,0,0,1,"Judo","Men's +100kg","#E41A1C","17",1,7,6,1,9,4,2,7,3,8
32,177,64,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",5,3,8,1,2,8,1,8,8,10
19,183,73,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C","16",8,4,9,8,6,9,3,5,1,9
30,172,68,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3","17",6,1,8,6,10,3,8,9,10,9
29,183,81,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8","15",8,3,4,1,1,8,8,2,10,7
31,169,70,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",4,5,5,3,1,6,8,6,5,5
25,192,74,0,0,0,0,0,"Athletics","Men's 800m, Men's 1500m","#377EB8","15",9,7,6,8,7,3,3,4,4,3
20,168,60,1,0,0,0,0,"Athletics","Women's 400m","#377EB8","15",4,7,8,9,4,2,8,10,2,10
26,173,64,1,0,0,0,0,"Swimming","Women's 400m Freestyle, Women's 800m Freestyle, Women's 10km Marathon, Women's 4x100m Freestyle Relay","#FFFF33","17",7,9,9,5,7,10,3,4,7,8
23,202,105,0,0,0,0,0,"Rowing","Men's Double Sculls","#4DAF4A","17",9,1,8,3,1,3,2,9,6,9
23,188,90,1,1,0,0,1,"Rowing","Women's Eight","#4DAF4A","17",9,1,6,2,1,10,7,7,5,10
29,173,55,0,0,0,0,0,"Athletics","Men's 10,000m","#377EB8","15",6,4,4,3,7,4,7,10,9,6
23,171,58,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8","18",4,3,5,2,2,7,1,6,6,5
22,163,58,1,0,0,0,0,"Weightlifting","Women's 58kg","#FF7F00","18",9,6,6,8,9,7,7,10,9,2
25,147,47,1,0,0,0,0,"Weightlifting","Women's 48kg","#FF7F00","18",5,10,7,1,8,4,10,8,9,5
21,165,60,0,0,0,0,0,"Wrestling","Men's 66kg Greco-Roman","#FFFF33","18",5,10,10,10,8,3,7,6,10,9
25,183,79,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8","15",1,9,1,7,5,2,3,6,1,10
27,186,70,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",10,4,8,7,4,9,1,5,8,5
25,163,55,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A","15",2,6,2,10,2,4,7,6,2,2
25,157,47,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8","18",2,6,3,4,2,6,2,1,2,5
17,163,60,1,0,0,0,0,"Swimming","Women's 100m Freestyle","#FFFF33","17",6,9,6,9,6,8,10,1,2,1
31,164,65,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",7,9,3,7,4,10,4,5,2,9
32,175,65,0,0,0,0,0,"Equestrian","Individual Jumping, Team Jumping, TEMPLE ROAD","#4DAF4A","16",6,5,5,10,4,9,1,8,3,9
20,180,68,0,0,0,0,0,"Swimming","Men's 100m Butterfly, Men's 4x100m Medley Relay","#FFFF33","17",7,1,8,4,8,10,6,3,8,7
31,166,63,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",10,9,2,8,6,9,7,4,1,3
24,170,70,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions","#FF7F00","17",9,9,2,3,4,6,10,8,7,1
24,197,104,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",9,9,2,3,10,2,3,5,9,10
19,171,65,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",4,8,7,3,9,3,7,6,2,9
21,186,92,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3","18",7,3,7,8,1,7,7,8,1,8
25,174,68,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",9,4,8,4,4,9,6,8,6,6
22,180,77,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,9,1,9,8,10,5,8,2,10
19,173,81,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",9,3,2,2,7,9,9,4,5,4
25,179,68,0,0,0,0,0,"Athletics","Men's 1500m","#377EB8","15",5,10,10,7,2,10,10,2,7,3
25,163,66,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",10,10,8,5,10,9,8,1,4,6
32,178,73,0,0,0,0,0,"Athletics","Men's 100m","#377EB8","15",3,4,4,6,9,10,8,3,1,3
41,155,53,1,0,0,0,0,"Table Tennis","Women's Singles","#A65628","17",7,4,1,7,8,8,9,5,3,10
19,174,63,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8","15",4,8,7,9,10,4,4,2,5,3
22,177,74,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",4,1,2,3,6,9,8,8,9,4
27,168,60,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",4,3,1,5,4,3,8,7,9,3
47,175,70,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00","17",3,6,9,6,2,6,9,3,2,1
20,185,80,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",4,8,10,2,7,10,9,7,9,2
22,191,84,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,7,8,2,1,3,8,4,3,10
33,164,49,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8","15",3,9,10,5,9,7,7,10,2,7
23,188,68,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",7,1,3,4,6,6,5,2,6,5
19,180,78,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",8,9,7,7,2,5,1,3,7,5
26,180,85,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8","15",8,5,4,3,8,7,6,9,5,7
26,190,82,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",8,4,7,5,2,4,2,4,1,2
30,154,49,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8","18",9,4,4,10,5,1,7,9,8,6
34,155,53,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",10,8,5,2,6,4,10,1,8,1
27,188,80,0,0,0,0,0,"Swimming","Men's 200m Butterfly, Men's 200m Individual Medley, Men's 400m Individual Medley","#FFFF33","17",6,4,9,7,1,9,7,3,9,9
27,185,77,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",9,1,1,8,8,1,10,8,1,9
30,195,91,0,0,0,0,0,"Swimming","Men's 200m Individual Medley, Men's 4x200m Freestyle Relay","#FFFF33","17",3,6,8,8,5,8,6,1,8,6
27,161,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",4,2,2,2,1,1,10,3,2,7
20,173,69,0,0,0,0,0,"Athletics","Men's 100m, Men's 4 x 100m Relay","#377EB8","15",9,5,5,5,6,6,2,2,1,8
32,185,72,0,0,0,0,0,"Cycling","Men's Individual Time Trial, Men's Road Race","#E41A1C","16",5,1,6,10,2,10,7,2,3,8
38,188,88,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00","15",2,4,4,9,3,3,4,4,1,6
33,186,68,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",8,3,7,9,10,6,10,4,10,10
31,171,57,1,0,0,0,0,"Athletics","Women's Pole Vault","#377EB8","15",4,5,10,7,1,5,8,9,8,10
44,188,100,0,0,0,0,0,"Sailing","Men's Star","#984EA3","17",8,9,7,10,3,2,9,8,2,3
23,155,52,1,0,0,0,0,"Weightlifting","Women's 53kg","#FF7F00","18",9,1,5,1,5,9,7,4,5,1
27,170,59,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A","17",10,6,3,5,9,7,10,10,5,2
20,168,64,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",8,6,3,3,1,9,3,4,5,4
27,178,76,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",5,2,8,9,4,1,8,1,4,3
30,184,83,0,0,0,0,0,"Tennis","Men's Doubles","#E41A1C","18",6,2,8,10,5,9,5,10,4,4
19,165,54,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8","15",10,5,9,5,3,2,8,4,6,5
27,175,65,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C","16",10,9,5,8,9,3,9,7,4,1
22,178,68,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8","15",1,10,5,5,3,7,10,6,9,5
23,186,75,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",2,1,4,4,3,8,5,4,7,5
22,193,80,0,0,0,0,0,"Swimming","Men's 4x100m Freestyle Relay","#FFFF33","17",4,2,5,9,10,5,5,1,10,2
21,165,64,1,0,0,0,0,"Sailing","Women's Laser Radial","#984EA3","17",9,8,9,8,3,7,2,5,2,1
36,178,74,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",7,2,4,7,7,10,6,9,5,6
29,161,49,1,0,0,0,0,"Athletics","Women's 5000m","#377EB8","15",5,6,10,3,10,2,9,5,5,2
24,168,61,1,0,1,0,1,"Archery","Women's Individual, Women's Team","#E41A1C","15",4,5,8,8,2,2,4,2,2,1
33,169,53,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8","15",5,3,5,6,4,5,5,5,6,3
24,166,60,1,0,0,0,0,"Cycling","Women's Omnium","#E41A1C","16",1,7,2,9,9,10,6,10,3,10
35,193,136,0,0,0,0,0,"Athletics","Men's Discus Throw","#377EB8","15",7,8,7,4,8,4,2,4,2,2
23,187,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C","17",9,3,6,5,9,5,9,2,8,2
24,166,58,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",8,2,2,3,4,7,4,4,10,8
29,155,46,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",2,5,8,9,6,3,10,10,9,2
32,162,55,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",3,3,4,3,10,5,1,3,7,8
20,183,89,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",6,6,1,1,2,1,3,10,8,8
41,172,62,1,0,0,0,0,"Sailing","Women's RS-X","#984EA3","17",8,3,5,7,8,9,7,10,10,6
24,189,74,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",8,2,6,10,10,5,9,5,4,2
24,186,61,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",4,9,10,5,5,1,9,2,3,1
25,198,81,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8","15",9,3,4,6,1,9,7,5,9,8
29,206,100,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",1,3,3,10,3,5,1,4,8,6
30,165,57,1,0,0,0,0,"Judo","Women's -57kg","#E41A1C","17",4,8,8,6,2,10,2,9,3,2
29,178,110,1,0,0,0,0,"Athletics","Women's Shot Put","#377EB8","15",6,6,4,8,7,4,7,2,10,5
25,168,52,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C","16",9,6,10,4,8,2,7,10,4,2
25,160,55,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8","15",8,3,2,8,8,3,3,3,7,3
